danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.608,0.264,11,-18.751,1,0.0271,0.628,0.965,0.164,0.155,103.036,audio_features,04SVN9qwDoOWvfAcBriGIY,spotify:track:04SVN9qwDoOWvfAcBriGIY,https://api.spotify.com/v1/tracks/04SVN9qwDoOWvfAcBriGIY,https://api.spotify.com/v1/audio-analysis/04SVN9qwDoOWvfAcBriGIY,150649,4
0.572,0.418,2,-16.304,1,0.0373,0.65,0.899,0.186,0.866,81.957,audio_features,5ddWDsWkvrdcJZOjteTxjV,spotify:track:5ddWDsWkvrdcJZOjteTxjV,https://api.spotify.com/v1/tracks/5ddWDsWkvrdcJZOjteTxjV,https://api.spotify.com/v1/audio-analysis/5ddWDsWkvrdcJZOjteTxjV,153776,4
0.595,0.535,5,-15.939,0,0.0317,0.0284,0.917,0.131,0.54,99.982,audio_features,37oXdipHGWsaVbmYhy7EZX,spotify:track:37oXdipHGWsaVbmYhy7EZX,https://api.spotify.com/v1/tracks/37oXdipHGWsaVbmYhy7EZX,https://api.spotify.com/v1/audio-analysis/37oXdipHGWsaVbmYhy7EZX,149893,4
0.643,0.353,10,-20.814,0,0.0437,0.0074,0.853,0.0906,0.364,89.993,audio_features,4oHnFmVLEahJ7IfXSwVk1C,spotify:track:4oHnFmVLEahJ7IfXSwVk1C,https://api.spotify.com/v1/tracks/4oHnFmVLEahJ7IfXSwVk1C,https://api.spotify.com/v1/audio-analysis/4oHnFmVLEahJ7IfXSwVk1C,150574,4
0.784,0.587,8,-19.492,0,0.0685,0.455,0.912,0.107,0.385,110.001,audio_features,017IJQBdiq3kLpGBo0eZpT,spotify:track:017IJQBdiq3kLpGBo0eZpT,https://api.spotify.com/v1/tracks/017IJQBdiq3kLpGBo0eZpT,https://api.spotify.com/v1/audio-analysis/017IJQBdiq3kLpGBo0eZpT,145620,4
0.652,0.392,9,-14.407,0,0.0404,0.0042,0.914,0.0819,0.434,80.014,audio_features,0PCfoy6ZGBK90IAwlPr9Yj,spotify:track:0PCfoy6ZGBK90IAwlPr9Yj,https://api.spotify.com/v1/tracks/0PCfoy6ZGBK90IAwlPr9Yj,https://api.spotify.com/v1/audio-analysis/0PCfoy6ZGBK90IAwlPr9Yj,150433,4
0.526,0.345,2,-19.388,1,0.0373,0.0111,0.759,0.106,0.0378,105.004,audio_features,4IeQcXIOe5hX8q7yxif7AF,spotify:track:4IeQcXIOe5hX8q7yxif7AF,https://api.spotify.com/v1/tracks/4IeQcXIOe5hX8q7yxif7AF,https://api.spotify.com/v1/audio-analysis/4IeQcXIOe5hX8q7yxif7AF,150363,4
0.465,0.402,0,-17.373,1,0.101,0.0618,0.686,0.114,0.278,87.134,audio_features,5Nh2nQKWTXWvJvGHyDeoRt,spotify:track:5Nh2nQKWTXWvJvGHyDeoRt,https://api.spotify.com/v1/tracks/5Nh2nQKWTXWvJvGHyDeoRt,https://api.spotify.com/v1/audio-analysis/5Nh2nQKWTXWvJvGHyDeoRt,149925,5
0.711,0.184,9,-19.429,1,0.0415,0.278,0.867,0.102,0.706,139.997,audio_features,2poe2KZ5yq0Ut5rQrRcNPA,spotify:track:2poe2KZ5yq0Ut5rQrRcNPA,https://api.spotify.com/v1/tracks/2poe2KZ5yq0Ut5rQrRcNPA,https://api.spotify.com/v1/audio-analysis/2poe2KZ5yq0Ut5rQrRcNPA,153051,4
0.594,0.613,5,-17.777,0,0.0423,0.0947,0.945,0.155,0.735,121.982,audio_features,58bl7N5YP2T4uX0O2qvn90,spotify:track:58bl7N5YP2T4uX0O2qvn90,https://api.spotify.com/v1/tracks/58bl7N5YP2T4uX0O2qvn90,https://api.spotify.com/v1/audio-analysis/58bl7N5YP2T4uX0O2qvn90,152628,4
0.674,0.679,2,-15.706,0,0.175,0.00338,0.771,0.0816,0.249,190.048,audio_features,4uXnr71HxyhIE1plbZOuM9,spotify:track:4uXnr71HxyhIE1plbZOuM9,https://api.spotify.com/v1/tracks/4uXnr71HxyhIE1plbZOuM9,https://api.spotify.com/v1/audio-analysis/4uXnr71HxyhIE1plbZOuM9,153262,4
0.738,0.612,2,-17.172,0,0.0927,0.597,0.884,0.0912,0.933,89.982,audio_features,3qKXvRmyxjn4qLxf035Pr6,spotify:track:3qKXvRmyxjn4qLxf035Pr6,https://api.spotify.com/v1/tracks/3qKXvRmyxjn4qLxf035Pr6,https://api.spotify.com/v1/audio-analysis/3qKXvRmyxjn4qLxf035Pr6,151398,4
0.529,0.639,2,-16.133,1,0.0353,0.00187,0.878,0.109,0.899,130.039,audio_features,1h8bhr46NJo3gsxnNocNl2,spotify:track:1h8bhr46NJo3gsxnNocNl2,https://api.spotify.com/v1/tracks/1h8bhr46NJo3gsxnNocNl2,https://api.spotify.com/v1/audio-analysis/1h8bhr46NJo3gsxnNocNl2,149498,4
0.67,0.537,11,-14.557,0,0.0383,0.000385,0.797,0.176,0.491,80.007,audio_features,0mGXm9tqPf1eH7ZwWqiYk0,spotify:track:0mGXm9tqPf1eH7ZwWqiYk0,https://api.spotify.com/v1/tracks/0mGXm9tqPf1eH7ZwWqiYk0,https://api.spotify.com/v1/audio-analysis/0mGXm9tqPf1eH7ZwWqiYk0,148089,4
0.724,0.215,9,-17.621,1,0.0888,0.513,0.966,0.0815,0.607,163.992,audio_features,5Ua0qBuIOgBSLjiijGk6PK,spotify:track:5Ua0qBuIOgBSLjiijGk6PK,https://api.spotify.com/v1/tracks/5Ua0qBuIOgBSLjiijGk6PK,https://api.spotify.com/v1/audio-analysis/5Ua0qBuIOgBSLjiijGk6PK,148830,4
0.704,0.524,11,-15.653,1,0.045,9.54e-06,0.893,0.0874,0.541,125.004,audio_features,01zgMcInnAZ4ytSwO8283R,spotify:track:01zgMcInnAZ4ytSwO8283R,https://api.spotify.com/v1/tracks/01zgMcInnAZ4ytSwO8283R,https://api.spotify.com/v1/audio-analysis/01zgMcInnAZ4ytSwO8283R,151160,4
0.773,0.47,9,-16.816,0,0.138,0.0021,0.851,0.126,0.542,104.987,audio_features,3si9uC6FvdFRcr63jNc0Yy,spotify:track:3si9uC6FvdFRcr63jNc0Yy,https://api.spotify.com/v1/tracks/3si9uC6FvdFRcr63jNc0Yy,https://api.spotify.com/v1/audio-analysis/3si9uC6FvdFRcr63jNc0Yy,148574,4
0.574,0.344,1,-21.142,1,0.0524,0.0587,0.712,0.104,0.199,90.029,audio_features,0lcRmWTFBCAXM7df5KIWnq,spotify:track:0lcRmWTFBCAXM7df5KIWnq,https://api.spotify.com/v1/tracks/0lcRmWTFBCAXM7df5KIWnq,https://api.spotify.com/v1/audio-analysis/0lcRmWTFBCAXM7df5KIWnq,148748,4
0.712,0.271,0,-18.754,1,0.187,0.417,0.898,0.148,0.622,78.005,audio_features,5iv6jgfDJRMPubTnayWIFj,spotify:track:5iv6jgfDJRMPubTnayWIFj,https://api.spotify.com/v1/tracks/5iv6jgfDJRMPubTnayWIFj,https://api.spotify.com/v1/audio-analysis/5iv6jgfDJRMPubTnayWIFj,149234,4
0.636,0.396,5,-13.502,0,0.037,0.0524,0.919,0.17,0.416,146.034,audio_features,2SKdGobr7gSAhITRitI0rN,spotify:track:2SKdGobr7gSAhITRitI0rN,https://api.spotify.com/v1/tracks/2SKdGobr7gSAhITRitI0rN,https://api.spotify.com/v1/audio-analysis/2SKdGobr7gSAhITRitI0rN,151886,4
0.565,0.353,11,-19.302,1,0.0255,0.00582,0.78,0.059,0.661,75.01,audio_features,3JuPWdbWK9wfdj3d3UWzzB,spotify:track:3JuPWdbWK9wfdj3d3UWzzB,https://api.spotify.com/v1/tracks/3JuPWdbWK9wfdj3d3UWzzB,https://api.spotify.com/v1/audio-analysis/3JuPWdbWK9wfdj3d3UWzzB,150986,4
0.553,0.582,9,-15.749,0,0.0316,0.0509,0.905,0.153,0.639,130.044,audio_features,1peglyJmmfxNCLJIzbXcg6,spotify:track:1peglyJmmfxNCLJIzbXcg6,https://api.spotify.com/v1/tracks/1peglyJmmfxNCLJIzbXcg6,https://api.spotify.com/v1/audio-analysis/1peglyJmmfxNCLJIzbXcg6,150448,4
0.815,0.6,0,-14.317,1,0.0733,0.000428,0.905,0.0299,0.68,110.027,audio_features,1aQOTYz1hmixCuoLKQTXpn,spotify:track:1aQOTYz1hmixCuoLKQTXpn,https://api.spotify.com/v1/tracks/1aQOTYz1hmixCuoLKQTXpn,https://api.spotify.com/v1/audio-analysis/1aQOTYz1hmixCuoLKQTXpn,149864,4
0.664,0.516,6,-16.896,0,0.0533,0.0529,0.7,0.0929,0.966,204.086,audio_features,0rjMmN9vAOGLM1WvTtu3N0,spotify:track:0rjMmN9vAOGLM1WvTtu3N0,https://api.spotify.com/v1/tracks/0rjMmN9vAOGLM1WvTtu3N0,https://api.spotify.com/v1/audio-analysis/0rjMmN9vAOGLM1WvTtu3N0,151889,4
0.643,0.488,7,-16.957,0,0.0691,0.0519,0.957,0.125,0.365,74.998,audio_features,2DIfNxoqAYKtf8xRVaJ2HK,spotify:track:2DIfNxoqAYKtf8xRVaJ2HK,https://api.spotify.com/v1/tracks/2DIfNxoqAYKtf8xRVaJ2HK,https://api.spotify.com/v1/audio-analysis/2DIfNxoqAYKtf8xRVaJ2HK,154528,4
0.757,0.379,1,-17.342,0,0.0586,0.052,0.903,0.0843,0.816,139.985,audio_features,3z8G692eHQCf4efI9EsKAj,spotify:track:3z8G692eHQCf4efI9EsKAj,https://api.spotify.com/v1/tracks/3z8G692eHQCf4efI9EsKAj,https://api.spotify.com/v1/audio-analysis/3z8G692eHQCf4efI9EsKAj,139487,4
0.803,0.423,11,-22.255,0,0.0565,0.176,0.927,0.11,0.307,120.006,audio_features,2nAiBJx0lhwv7cM5gOOiA2,spotify:track:2nAiBJx0lhwv7cM5gOOiA2,https://api.spotify.com/v1/tracks/2nAiBJx0lhwv7cM5gOOiA2,https://api.spotify.com/v1/audio-analysis/2nAiBJx0lhwv7cM5gOOiA2,155816,4
0.506,0.332,9,-14.974,1,0.0329,0.00349,0.696,0.222,0.414,119.991,audio_features,062lRFPfcH11cXuXbiiE3D,spotify:track:062lRFPfcH11cXuXbiiE3D,https://api.spotify.com/v1/tracks/062lRFPfcH11cXuXbiiE3D,https://api.spotify.com/v1/audio-analysis/062lRFPfcH11cXuXbiiE3D,152890,4
0.798,0.277,11,-17.522,0,0.0676,0.00218,0.812,0.106,0.613,139.986,audio_features,63WJIRNQtNfsYaR7pRNVov,spotify:track:63WJIRNQtNfsYaR7pRNVov,https://api.spotify.com/v1/tracks/63WJIRNQtNfsYaR7pRNVov,https://api.spotify.com/v1/audio-analysis/63WJIRNQtNfsYaR7pRNVov,152956,4
0.766,0.555,11,-16.729,0,0.12,0.047,0.805,0.0939,0.618,160.044,audio_features,2J1jdxoiytymNbdRW8i9so,spotify:track:2J1jdxoiytymNbdRW8i9so,https://api.spotify.com/v1/tracks/2J1jdxoiytymNbdRW8i9so,https://api.spotify.com/v1/audio-analysis/2J1jdxoiytymNbdRW8i9so,151321,4
0.67,0.849,9,-14.556,1,0.0471,0.0483,0.905,0.0688,0.743,142.98,audio_features,3vudbVE5fowI7TA5yFvi9L,spotify:track:3vudbVE5fowI7TA5yFvi9L,https://api.spotify.com/v1/tracks/3vudbVE5fowI7TA5yFvi9L,https://api.spotify.com/v1/audio-analysis/3vudbVE5fowI7TA5yFvi9L,128698,4
0.608,0.788,10,-17.199,0,0.0417,0.0107,0.832,0.111,0.823,117.974,audio_features,6K15ffz9qDOW5lpH1R9ZOI,spotify:track:6K15ffz9qDOW5lpH1R9ZOI,https://api.spotify.com/v1/tracks/6K15ffz9qDOW5lpH1R9ZOI,https://api.spotify.com/v1/audio-analysis/6K15ffz9qDOW5lpH1R9ZOI,139992,4
0.643,0.32,11,-18.699,1,0.0446,0.0172,0.895,0.127,0.555,139.923,audio_features,2toy2IoB6XuuSyQHpyGRlF,spotify:track:2toy2IoB6XuuSyQHpyGRlF,https://api.spotify.com/v1/tracks/2toy2IoB6XuuSyQHpyGRlF,https://api.spotify.com/v1/audio-analysis/2toy2IoB6XuuSyQHpyGRlF,155770,3
0.708,0.591,6,-16.899,1,0.0559,0.0231,0.213,0.291,0.957,108.007,audio_features,5AJhI89ia6H0lF6d17zgyH,spotify:track:5AJhI89ia6H0lF6d17zgyH,https://api.spotify.com/v1/tracks/5AJhI89ia6H0lF6d17zgyH,https://api.spotify.com/v1/audio-analysis/5AJhI89ia6H0lF6d17zgyH,150575,4
0.826,0.285,0,-18.77,1,0.0524,0.000424,0.787,0.193,0.809,124.985,audio_features,18iKdNU6BuN40tKPPvGwm2,spotify:track:18iKdNU6BuN40tKPPvGwm2,https://api.spotify.com/v1/tracks/18iKdNU6BuN40tKPPvGwm2,https://api.spotify.com/v1/audio-analysis/18iKdNU6BuN40tKPPvGwm2,152644,4
0.697,0.753,2,-14.725,0,0.0363,0.232,0.967,0.0806,0.961,104.999,audio_features,4YfsdopTaYkl160qP0SOC0,spotify:track:4YfsdopTaYkl160qP0SOC0,https://api.spotify.com/v1/tracks/4YfsdopTaYkl160qP0SOC0,https://api.spotify.com/v1/audio-analysis/4YfsdopTaYkl160qP0SOC0,153194,4
0.809,0.293,11,-17.952,0,0.151,0.0493,0.877,0.109,0.465,150.018,audio_features,1GVFhGxvDjor3YaydVIdJJ,spotify:track:1GVFhGxvDjor3YaydVIdJJ,https://api.spotify.com/v1/tracks/1GVFhGxvDjor3YaydVIdJJ,https://api.spotify.com/v1/audio-analysis/1GVFhGxvDjor3YaydVIdJJ,155301,4
0.718,0.501,6,-17.305,1,0.0429,0.0202,0.755,0.129,0.785,149.959,audio_features,6Zp3lHTlzC5GwnNT2F5u2G,spotify:track:6Zp3lHTlzC5GwnNT2F5u2G,https://api.spotify.com/v1/tracks/6Zp3lHTlzC5GwnNT2F5u2G,https://api.spotify.com/v1/audio-analysis/6Zp3lHTlzC5GwnNT2F5u2G,148353,4
0.798,0.405,1,-17.096,1,0.216,0.0278,0.783,0.14,0.289,149.984,audio_features,4Y8FKS98bJhpSJK8A3hfEQ,spotify:track:4Y8FKS98bJhpSJK8A3hfEQ,https://api.spotify.com/v1/tracks/4Y8FKS98bJhpSJK8A3hfEQ,https://api.spotify.com/v1/audio-analysis/4Y8FKS98bJhpSJK8A3hfEQ,155348,4
0.661,0.357,9,-17.746,1,0.0406,0.201,0.892,0.109,0.414,140.023,audio_features,7FD1yP5nu3KLQXITSHLj3z,spotify:track:7FD1yP5nu3KLQXITSHLj3z,https://api.spotify.com/v1/tracks/7FD1yP5nu3KLQXITSHLj3z,https://api.spotify.com/v1/audio-analysis/7FD1yP5nu3KLQXITSHLj3z,152547,4
0.797,0.581,1,-13.331,0,0.0571,0.00013,0.816,0.101,0.637,130.029,audio_features,5N5C0D8fu4eUAXTHFy8iRv,spotify:track:5N5C0D8fu4eUAXTHFy8iRv,https://api.spotify.com/v1/tracks/5N5C0D8fu4eUAXTHFy8iRv,https://api.spotify.com/v1/audio-analysis/5N5C0D8fu4eUAXTHFy8iRv,158017,4
0.616,0.653,9,-19.347,0,0.0376,0.882,0.951,0.129,0.525,99.987,audio_features,2AEmRL058uMbndH35sMR2N,spotify:track:2AEmRL058uMbndH35sMR2N,https://api.spotify.com/v1/tracks/2AEmRL058uMbndH35sMR2N,https://api.spotify.com/v1/audio-analysis/2AEmRL058uMbndH35sMR2N,155513,4
0.697,0.379,1,-22.214,0,0.0598,0.271,0.82,0.0833,0.751,159.994,audio_features,64xeZJr7MkMohbk5YZFYcX,spotify:track:64xeZJr7MkMohbk5YZFYcX,https://api.spotify.com/v1/tracks/64xeZJr7MkMohbk5YZFYcX,https://api.spotify.com/v1/audio-analysis/64xeZJr7MkMohbk5YZFYcX,152373,4
0.799,0.391,8,-18.151,1,0.115,0.199,0.939,0.104,0.663,159.975,audio_features,5GJmUeCmffeCuY7pYT6bkN,spotify:track:5GJmUeCmffeCuY7pYT6bkN,https://api.spotify.com/v1/tracks/5GJmUeCmffeCuY7pYT6bkN,https://api.spotify.com/v1/audio-analysis/5GJmUeCmffeCuY7pYT6bkN,146552,4
0.661,0.326,9,-16.715,0,0.0425,0.00621,0.939,0.0929,0.765,95.011,audio_features,0J4GBjMhPtEDtLnfBNIEDm,spotify:track:0J4GBjMhPtEDtLnfBNIEDm,https://api.spotify.com/v1/tracks/0J4GBjMhPtEDtLnfBNIEDm,https://api.spotify.com/v1/audio-analysis/0J4GBjMhPtEDtLnfBNIEDm,153227,4
0.625,0.293,4,-16.471,1,0.0441,0.461,0.805,0.111,0.845,80.809,audio_features,5V2akQlh54TWSEKo9nOIgu,spotify:track:5V2akQlh54TWSEKo9nOIgu,https://api.spotify.com/v1/tracks/5V2akQlh54TWSEKo9nOIgu,https://api.spotify.com/v1/audio-analysis/5V2akQlh54TWSEKo9nOIgu,151477,4
0.655,0.65,10,-18.008,0,0.0367,0.0173,0.335,0.104,0.895,107.99,audio_features,22qCfqxU52TgAaJgJUuYtS,spotify:track:22qCfqxU52TgAaJgJUuYtS,https://api.spotify.com/v1/tracks/22qCfqxU52TgAaJgJUuYtS,https://api.spotify.com/v1/audio-analysis/22qCfqxU52TgAaJgJUuYtS,151654,4
0.504,0.385,2,-16.013,1,0.0389,0.239,0.545,0.143,0.771,202.068,audio_features,5Nq6RB1gbS4zx9i4TqU6Ni,spotify:track:5Nq6RB1gbS4zx9i4TqU6Ni,https://api.spotify.com/v1/tracks/5Nq6RB1gbS4zx9i4TqU6Ni,https://api.spotify.com/v1/audio-analysis/5Nq6RB1gbS4zx9i4TqU6Ni,124926,4
0.79,0.544,9,-16.916,1,0.0469,0.0444,0.471,0.0788,0.958,125.986,audio_features,7qLGZx5G5cEW1PtXXHheDT,spotify:track:7qLGZx5G5cEW1PtXXHheDT,https://api.spotify.com/v1/tracks/7qLGZx5G5cEW1PtXXHheDT,https://api.spotify.com/v1/audio-analysis/7qLGZx5G5cEW1PtXXHheDT,139248,4
0.713,0.322,7,-21.115,1,0.0517,0.0154,0.803,0.177,0.109,109.995,audio_features,4gZjCZd1laYnaQk7EbNgYM,spotify:track:4gZjCZd1laYnaQk7EbNgYM,https://api.spotify.com/v1/tracks/4gZjCZd1laYnaQk7EbNgYM,https://api.spotify.com/v1/audio-analysis/4gZjCZd1laYnaQk7EbNgYM,150304,4
0.682,0.327,9,-20.002,0,0.083,0.0341,0.814,0.0944,0.363,175.001,audio_features,27HuegF2TNxjiHQuyMhzUi,spotify:track:27HuegF2TNxjiHQuyMhzUi,https://api.spotify.com/v1/tracks/27HuegF2TNxjiHQuyMhzUi,https://api.spotify.com/v1/audio-analysis/27HuegF2TNxjiHQuyMhzUi,149211,4
0.751,0.308,11,-18.752,0,0.0364,0.0477,0.31,0.148,0.24,115.014,audio_features,7MxeoCiU1Y38xrNsflJFQd,spotify:track:7MxeoCiU1Y38xrNsflJFQd,https://api.spotify.com/v1/tracks/7MxeoCiU1Y38xrNsflJFQd,https://api.spotify.com/v1/audio-analysis/7MxeoCiU1Y38xrNsflJFQd,152292,4
0.509,0.558,4,-15.706,0,0.0352,0.00599,0.946,0.203,0.22,120.079,audio_features,3MTigpRuoKlettQ1QgnXcG,spotify:track:3MTigpRuoKlettQ1QgnXcG,https://api.spotify.com/v1/tracks/3MTigpRuoKlettQ1QgnXcG,https://api.spotify.com/v1/audio-analysis/3MTigpRuoKlettQ1QgnXcG,137376,4
0.601,0.46,10,-17.675,0,0.0402,0.0229,0.944,0.108,0.465,140.983,audio_features,06zeWRpiiDTaSztCziFXp6,spotify:track:06zeWRpiiDTaSztCziFXp6,https://api.spotify.com/v1/tracks/06zeWRpiiDTaSztCziFXp6,https://api.spotify.com/v1/audio-analysis/06zeWRpiiDTaSztCziFXp6,144929,4
0.79,0.415,11,-15.568,0,0.0649,0.042,0.871,0.0687,0.604,130.018,audio_features,1jNMUTUxYb6qflC4jiPHYG,spotify:track:1jNMUTUxYb6qflC4jiPHYG,https://api.spotify.com/v1/tracks/1jNMUTUxYb6qflC4jiPHYG,https://api.spotify.com/v1/audio-analysis/1jNMUTUxYb6qflC4jiPHYG,141868,4
0.568,0.552,1,-15.239,1,0.0354,0.00194,0.728,0.0945,0.446,127.019,audio_features,5ehYCmKcvRdFStjooLxJaX,spotify:track:5ehYCmKcvRdFStjooLxJaX,https://api.spotify.com/v1/tracks/5ehYCmKcvRdFStjooLxJaX,https://api.spotify.com/v1/audio-analysis/5ehYCmKcvRdFStjooLxJaX,145190,4
0.749,0.323,5,-17.033,0,0.0828,0.0623,0.475,0.0971,0.676,92.976,audio_features,7rXyiMH17HsNS6lzkoNSmz,spotify:track:7rXyiMH17HsNS6lzkoNSmz,https://api.spotify.com/v1/tracks/7rXyiMH17HsNS6lzkoNSmz,https://api.spotify.com/v1/audio-analysis/7rXyiMH17HsNS6lzkoNSmz,136293,4
0.629,0.58,6,-15.818,0,0.0339,0.00506,0.959,0.107,0.899,119.966,audio_features,2VcnwwBHJn8fcHME5udqew,spotify:track:2VcnwwBHJn8fcHME5udqew,https://api.spotify.com/v1/tracks/2VcnwwBHJn8fcHME5udqew,https://api.spotify.com/v1/audio-analysis/2VcnwwBHJn8fcHME5udqew,153866,4
0.524,0.637,11,-13.523,0,0.0415,0.00167,0.884,0.285,0.611,174.947,audio_features,0M8kQWjFe4J09QgtUzZql9,spotify:track:0M8kQWjFe4J09QgtUzZql9,https://api.spotify.com/v1/tracks/0M8kQWjFe4J09QgtUzZql9,https://api.spotify.com/v1/audio-analysis/0M8kQWjFe4J09QgtUzZql9,152841,4
0.454,0.626,0,-18.082,1,0.0377,0.81,0.851,0.111,0.971,196.064,audio_features,2mgXJfVf5Jyr55QiTWVBMR,spotify:track:2mgXJfVf5Jyr55QiTWVBMR,https://api.spotify.com/v1/tracks/2mgXJfVf5Jyr55QiTWVBMR,https://api.spotify.com/v1/audio-analysis/2mgXJfVf5Jyr55QiTWVBMR,152355,4
0.725,0.521,0,-17.533,0,0.0389,0.499,0.778,0.109,0.873,129.028,audio_features,5DxfR1jrSWv0p0oqjD8lq5,spotify:track:5DxfR1jrSWv0p0oqjD8lq5,https://api.spotify.com/v1/tracks/5DxfR1jrSWv0p0oqjD8lq5,https://api.spotify.com/v1/audio-analysis/5DxfR1jrSWv0p0oqjD8lq5,142493,4
0.488,0.876,11,-15.858,0,0.0436,1.5e-05,0.799,0.262,0.635,147.973,audio_features,1VnlItROXtV6RQgFVvmP8p,spotify:track:1VnlItROXtV6RQgFVvmP8p,https://api.spotify.com/v1/tracks/1VnlItROXtV6RQgFVvmP8p,https://api.spotify.com/v1/audio-analysis/1VnlItROXtV6RQgFVvmP8p,137873,4
0.612,0.543,2,-15.653,1,0.037,0.000197,0.915,0.0883,0.77,110.046,audio_features,3Q1ZdTVt2IJ374equQYebZ,spotify:track:3Q1ZdTVt2IJ374equQYebZ,https://api.spotify.com/v1/tracks/3Q1ZdTVt2IJ374equQYebZ,https://api.spotify.com/v1/audio-analysis/3Q1ZdTVt2IJ374equQYebZ,124122,4
0.44,0.461,2,-16.078,1,0.0433,0.00523,0.505,0.208,0.836,89.701,audio_features,61IG2xvyieI0AOTJUA7B27,spotify:track:61IG2xvyieI0AOTJUA7B27,https://api.spotify.com/v1/tracks/61IG2xvyieI0AOTJUA7B27,https://api.spotify.com/v1/audio-analysis/61IG2xvyieI0AOTJUA7B27,155619,4
0.69,0.547,9,-13.294,1,0.0635,1.16e-05,0.755,0.151,0.557,99.983,audio_features,5AJ04eFH90gI9O9FUgdjVA,spotify:track:5AJ04eFH90gI9O9FUgdjVA,https://api.spotify.com/v1/tracks/5AJ04eFH90gI9O9FUgdjVA,https://api.spotify.com/v1/audio-analysis/5AJ04eFH90gI9O9FUgdjVA,135645,4
0.776,0.872,10,-7.378,0,0.0656,0.000848,0.83,0.0777,0.396,105.012,audio_features,08DwTDMHqNET1UMXYgydUk,spotify:track:08DwTDMHqNET1UMXYgydUk,https://api.spotify.com/v1/tracks/08DwTDMHqNET1UMXYgydUk,https://api.spotify.com/v1/audio-analysis/08DwTDMHqNET1UMXYgydUk,128856,4
0.809,0.564,9,-17.602,0,0.0692,0.000285,0.861,0.071,0.769,125.0,audio_features,6RASGJMDV94mYCr9a5WiZR,spotify:track:6RASGJMDV94mYCr9a5WiZR,https://api.spotify.com/v1/tracks/6RASGJMDV94mYCr9a5WiZR,https://api.spotify.com/v1/audio-analysis/6RASGJMDV94mYCr9a5WiZR,139020,4
0.487,0.34,6,-17.468,1,0.061,0.118,0.875,0.171,0.831,180.048,audio_features,6I50aOHEXoe8rVvEeqezWD,spotify:track:6I50aOHEXoe8rVvEeqezWD,https://api.spotify.com/v1/tracks/6I50aOHEXoe8rVvEeqezWD,https://api.spotify.com/v1/audio-analysis/6I50aOHEXoe8rVvEeqezWD,152210,4
0.789,0.524,4,-18.618,1,0.0624,0.00406,0.832,0.101,0.628,135.984,audio_features,56r0nBNLuRBCMFHL9YFemW,spotify:track:56r0nBNLuRBCMFHL9YFemW,https://api.spotify.com/v1/tracks/56r0nBNLuRBCMFHL9YFemW,https://api.spotify.com/v1/audio-analysis/56r0nBNLuRBCMFHL9YFemW,142597,4
0.696,0.562,4,-18.485,1,0.121,0.0462,0.948,0.104,0.245,185.025,audio_features,4lnxlsIFOLsF0nDqZufKOd,spotify:track:4lnxlsIFOLsF0nDqZufKOd,https://api.spotify.com/v1/tracks/4lnxlsIFOLsF0nDqZufKOd,https://api.spotify.com/v1/audio-analysis/4lnxlsIFOLsF0nDqZufKOd,141071,4
0.69,0.326,0,-19.417,1,0.0479,0.011,0.85,0.15,0.277,130.02,audio_features,5kgsUuP0TPLad53GA9W6yr,spotify:track:5kgsUuP0TPLad53GA9W6yr,https://api.spotify.com/v1/tracks/5kgsUuP0TPLad53GA9W6yr,https://api.spotify.com/v1/audio-analysis/5kgsUuP0TPLad53GA9W6yr,160514,4
0.58,0.442,10,-16.787,1,0.039,0.00752,0.885,0.107,0.281,160.045,audio_features,31OsKV705Tsk63sfNiJEF2,spotify:track:31OsKV705Tsk63sfNiJEF2,https://api.spotify.com/v1/tracks/31OsKV705Tsk63sfNiJEF2,https://api.spotify.com/v1/audio-analysis/31OsKV705Tsk63sfNiJEF2,139068,4
0.68,0.33,4,-19.385,0,0.0453,0.00902,0.855,0.17,0.289,130.025,audio_features,6QVziWqJA3SUCjF4jIbJcI,spotify:track:6QVziWqJA3SUCjF4jIbJcI,https://api.spotify.com/v1/tracks/6QVziWqJA3SUCjF4jIbJcI,https://api.spotify.com/v1/audio-analysis/6QVziWqJA3SUCjF4jIbJcI,153746,4
0.742,0.38,1,-19.264,1,0.0469,0.136,0.826,0.117,0.282,130.054,audio_features,0cWDuRWAw0w5cMljh6EEzs,spotify:track:0cWDuRWAw0w5cMljh6EEzs,https://api.spotify.com/v1/tracks/0cWDuRWAw0w5cMljh6EEzs,https://api.spotify.com/v1/audio-analysis/0cWDuRWAw0w5cMljh6EEzs,156066,4
0.776,0.313,11,-18.965,0,0.0543,0.433,0.836,0.122,0.648,140.0,audio_features,49jlQpLMVGdqMHxKbG5MSr,spotify:track:49jlQpLMVGdqMHxKbG5MSr,https://api.spotify.com/v1/tracks/49jlQpLMVGdqMHxKbG5MSr,https://api.spotify.com/v1/audio-analysis/49jlQpLMVGdqMHxKbG5MSr,138524,4
0.767,0.502,8,-16.675,1,0.0426,0.0398,0.906,0.0871,0.474,115.972,audio_features,13PC7izSZb7X7JvUFDq9EB,spotify:track:13PC7izSZb7X7JvUFDq9EB,https://api.spotify.com/v1/tracks/13PC7izSZb7X7JvUFDq9EB,https://api.spotify.com/v1/audio-analysis/13PC7izSZb7X7JvUFDq9EB,155717,4
